ID,gender,age,dress,height,frames,test
998,M,5,0,203,125,True
999,F,24,0,292,73,False
1000,M,52,0,310,91,True
1001,F,9,0,229,97,False
1002,M,11,0,260,83,True
1003,M,-,0,315,62,False
1004,F,47,0,277,84,True
1005,F,9,1,232,82,False
1006,F,68,1,276,50,True
1007,F,71,1,259,69,False
1008,F,4,1,183,104,True
1009,F,43,0,292,70,False
1010,F,-,0,291,78,True
1011,M,9,0,224,74,False
1012,M,6,0,178,74,True
1013,F,26,0,288,65,False
1014,F,35,0,282,55,True
1015,F,9,1,264,79,False
1016,F,11,0,237,81,True
1017,F,10,1,264,57,False
1018,M,42,0,311,83,True
1019,M,46,0,309,73,False
1020,F,33,1,312,68,True
1021,M,30,0,295,85,False
1022,F,15,1,277,89,True
1023,M,15,0,302,53,False
1024,F,8,1,237,89,True
1025,M,9,0,228,81,False
1026,M,40,0,308,79,True
1027,F,50,0,287,73,False
1028,F,23,1,278,77,True
1029,M,23,0,308,67,False
1030,M,8,0,231,123,True
1031,M,7,0,211,101,False
1032,F,42,0,294,86,True
1033,F,70,0,288,61,False
1034,F,75,0,269,83,True
1035,F,72,1,257,67,False
1036,F,-,0,266,87,True
1037,F,76,0,270,78,False
1038,M,29,0,302,64,True
1039,F,87,0,265,85,False
1040,F,22,1,276,76,True
1041,M,40,0,299,76,False
1042,F,40,0,275,86,True
1043,F,11,0,246,113,False
1044,M,5,0,194,97,True
1045,M,-,0,309,65,False
1046,M,-,0,225,72,True
1047,F,47,1,281,78,False
1048,F,25,1,282,95,True
1049,M,12,0,265,79,False
1050,F,47,0,292,83,True
1051,M,51,0,309,69,False
1052,M,10,0,265,62,True
1053,F,75,0,264,90,False
1054,M,7,0,231,85,True
1055,F,77,0,260,105,False
1056,F,32,0,267,69,True
1057,F,8,0,216,92,False
1058,M,10,0,245,63,True
1059,F,46,1,269,81,False
1060,M,37,0,299,71,True
1061,M,8,0,239,65,False
1062,M,39,0,309,61,True
1063,F,12,0,261,87,False
1064,M,6,0,209,94,True
1065,F,21,0,280,85,False
1066,F,21,1,284,84,True
1067,M,34,0,305,75,False
1068,F,35,0,298,70,True
1069,F,12,1,270,68,False
1070,F,11,0,262,65,True
1071,M,9,0,240,70,False
1072,F,46,1,284,62,True
1073,F,46,1,278,88,False
1074,F,70,0,280,68,True
1075,F,82,0,289,77,False
1076,F,78,0,273,82,True
1077,F,9,1,219,81,False
1078,F,38,1,286,75,True
1079,F,-,0,246,88,False
1080,F,69,0,273,64,True
1081,F,11,1,254,70,False
1082,F,68,0,279,68,True
1083,F,69,1,259,46,False
1084,F,29,0,291,84,True
1085,M,30,0,274,71,False
1086,M,38,0,303,76,True
1087,F,8,0,0,0,False
1088,F,23,0,286,67,True
1089,M,35,0,303,87,False
1090,F,23,0,274,85,True
1091,F,70,0,264,87,False
1092,M,29,0,321,61,True
1093,F,27,0,284,80,False
1094,F,40,0,291,85,True
1095,F,23,1,275,89,False
1096,M,31,0,308,68,True
1097,M,27,0,296,63,False
1098,M,27,0,298,79,True
1099,M,11,0,252,79,False
1100,M,37,0,301,70,True
1101,F,40,1,255,84,False
1102,M,39,0,289,76,True
1103,F,25,0,263,88,False
1104,F,25,0,297,70,True
1105,M,-,0,294,90,False
1106,M,50,0,340,85,True
1107,F,32,0,274,87,False
1108,F,50,0,312,79,True
1109,M,29,0,305,97,False
1110,M,37,0,303,72,True
1111,F,55,0,284,83,False
1112,F,23,1,265,99,True
1113,M,21,0,296,72,False
1114,M,24,0,318,75,True
1115,F,44,0,290,71,False
1116,F,5,0,177,93,True
1117,M,51,0,301,70,False
1118,M,8,0,238,75,True
1119,M,32,0,306,92,False
1120,F,44,0,282,74,True
1121,M,29,0,292,77,False
1122,F,33,0,274,75,True
1123,M,21,0,288,108,False
1124,M,20,0,285,84,True
1125,F,22,1,294,87,False
1126,F,31,0,286,71,True
1127,M,20,0,313,83,False
1128,M,42,0,310,97,True
1129,M,9,0,224,66,False
1130,F,11,0,246,82,True
1131,F,45,0,293,78,False
1132,M,30,0,319,77,True
1133,F,21,0,264,75,False
1134,M,75,0,305,60,True
1135,M,7,0,219,90,False
1136,F,8,1,230,72,True
1137,F,39,0,280,69,False
1138,F,27,0,274,82,True
1139,M,35,0,302,74,False
1140,M,23,0,304,96,True
1141,F,25,0,286,89,False
1142,M,77,0,295,89,True
1143,M,6,0,195,90,False
1144,M,39,0,0,0,True
1145,F,38,0,277,72,False
1146,M,9,0,265,94,True
1147,M,28,0,306,93,False
1148,M,37,0,307,88,True
1149,F,10,0,241,65,False
1150,F,27,1,278,91,True
1151,F,49,0,284,57,False
1152,M,35,0,299,81,True
1153,F,11,0,293,84,False
1154,F,45,1,284,71,True
1155,M,46,0,307,72,False
1156,F,20,0,268,70,True
1157,F,21,0,286,76,False
1158,M,25,0,313,63,True
1159,F,61,0,268,80,False
1160,F,49,1,272,82,True
1161,F,60,0,276,88,False
1162,F,56,0,294,70,True
1163,M,17,0,304,64,False
1164,M,16,0,301,78,True
1165,F,17,0,274,85,False
1166,F,17,1,284,86,True
1167,M,17,0,314,79,False
1168,M,16,0,307,86,True
1169,M,-,0,304,106,False
1170,M,7,0,211,72,True
1171,M,37,0,316,75,False
1172,M,33,0,316,65,True
1173,M,24,0,295,101,False
1174,F,-,0,268,106,True
1175,F,23,0,280,82,False
1176,F,23,1,290,76,True
1177,F,-,0,280,73,False
1178,M,39,0,304,64,True
1179,F,16,0,282,88,False
1180,M,16,0,322,83,True
1181,F,30,0,281,83,False
1182,F,30,1,295,79,True
1183,M,29,0,301,79,False
1184,M,16,0,323,74,True
1185,M,15,0,305,77,False
1186,M,15,0,307,97,True
1187,F,25,0,318,83,False
1188,F,29,1,274,81,True
1189,M,29,0,294,89,False
1190,F,29,1,269,108,True
1191,F,56,0,259,81,False
1192,F,17,1,261,71,True
1193,F,16,0,276,93,False
1194,F,34,1,300,75,True
1195,M,32,0,324,81,False
1196,F,61,0,268,74,True
1197,M,50,0,305,81,False
1198,M,65,0,293,77,True
1199,F,47,0,291,92,False
1200,F,25,1,290,77,True
1201,M,23,0,299,71,False
1202,F,31,0,270,98,True
1203,M,29,0,314,76,False
1204,F,29,1,290,91,True
1205,M,12,0,256,86,False
1206,F,9,0,231,70,True
1207,F,27,0,281,84,False
1208,M,35,0,317,93,True
1209,F,30,0,276,91,False
1210,M,33,0,0,0,True
1211,M,16,0,300,77,False
1212,F,16,0,278,64,True
1213,M,24,0,307,89,False
1214,F,22,1,272,77,True
1215,F,34,0,269,58,False
1216,M,29,0,308,53,True
1217,F,26,0,281,82,False
1218,F,21,1,286,82,True
1219,M,35,0,310,79,False
1220,M,45,0,0,0,True
1221,F,25,0,270,74,False
1222,M,27,0,0,0,True
1223,F,28,0,272,70,False
1224,F,25,0,271,88,True
1225,M,42,0,327,99,False
1226,F,6,0,0,0,True
1227,F,29,0,273,120,False
1228,F,32,0,263,94,True
1229,M,56,0,325,69,False
1230,F,49,0,286,79,True
1231,F,33,0,292,91,False
1232,M,36,0,294,86,True
1233,M,40,0,308,70,False
1234,M,75,0,316,74,True
1235,F,23,0,288,95,False
1236,F,23,0,292,85,True
1237,F,32,0,294,86,False
1238,M,24,0,338,83,True
1239,F,22,0,276,86,False
1240,F,27,1,272,96,True
1241,M,23,0,300,103,False
1242,M,9,0,248,77,True
1243,F,36,0,299,57,False
1244,M,27,0,326,78,True
1245,F,25,0,290,84,False
1246,F,36,0,272,79,True
1247,M,6,0,208,50,False
1248,F,66,0,266,98,True
1249,F,35,0,258,87,False
1250,M,29,0,313,73,True
1251,F,33,0,264,77,False
1252,M,34,0,305,74,True
1253,F,33,0,280,98,False
1254,M,37,0,318,95,True
1255,F,30,0,268,62,False
1256,M,30,0,293,71,True
1257,M,24,0,310,73,False
1258,M,25,0,347,81,True
1259,M,29,0,309,99,False
1260,M,40,0,327,105,True
1261,F,3,0,175,107,False
1262,F,34,1,274,82,True
1263,M,5,0,210,66,False
1264,M,51,0,337,91,True
1265,M,46,0,290,70,False
1266,M,11,0,0,0,True
1267,M,26,0,289,89,False
1268,F,21,0,267,82,True
1269,F,44,0,287,91,False
1270,M,50,0,306,79,True
1271,M,17,0,328,83,False
1272,M,17,0,294,65,True
1273,M,16,0,315,70,False
1274,M,17,0,296,81,True
1275,M,16,0,286,82,False
1276,F,-,1,286,99,True
1277,F,54,0,271,55,False
1278,M,17,0,318,63,True
1279,M,5,0,0,0,False
1280,F,40,0,266,34,True
1281,M,38,0,330,64,False
1282,M,31,0,309,74,True
1283,F,27,0,305,54,False
1284,F,47,0,274,73,True
1285,M,50,0,286,85,False
1286,M,13,0,265,96,True
1287,M,45,0,328,70,False
1288,F,32,0,278,86,True
1289,M,32,0,315,94,False
1290,F,10,0,255,41,True
1291,F,10,0,230,78,False
1292,M,10,0,262,91,True
1293,M,9,0,236,95,False
1294,M,13,0,307,81,True
1295,F,10,0,246,323,False
1296,F,65,1,306,76,True
1297,M,44,0,300,55,False
1298,M,39,0,314,63,True
1299,M,31,0,315,68,False
1300,F,38,0,264,81,True
1301,F,37,0,273,86,False
1302,M,-,0,304,90,True
1303,M,70,0,321,76,False
1304,M,30,0,340,77,True
1305,F,24,0,298,55,False
1306,M,79,0,306,97,True
1307,F,67,0,272,99,False
1308,F,-,0,274,98,True
1309,M,44,0,332,63,False
1310,M,34,0,322,76,True
1311,M,22,0,306,81,False
1312,F,20,1,272,83,True
1313,M,24,0,302,82,False
1314,M,24,0,330,68,True
1315,F,35,0,291,79,False
1316,M,15,0,303,82,True
1317,M,15,0,317,65,False
1318,F,50,0,275,68,True
1319,M,56,0,308,83,False
1320,M,22,0,302,84,True
1321,M,23,0,314,83,False
1322,M,26,0,307,83,True
1323,M,-,0,0,51,False
1324,F,24,1,276,77,True
1325,F,24,0,289,91,False
1326,M,22,0,277,60,True
1327,F,52,0,270,67,False
1328,F,39,0,290,99,True
1329,F,62,0,280,59,False
1330,F,26,1,281,65,True
1331,M,34,0,315,61,False
1332,M,33,0,268,59,True
1333,F,63,0,280,69,False
1334,F,11,0,253,52,True
1335,F,12,0,266,44,False
1336,F,31,0,285,75,True
1337,F,15,0,254,99,False
1338,F,15,1,276,69,True
1339,M,32,0,321,87,False
1340,M,24,0,292,80,True
1341,M,12,0,267,76,False
1342,M,16,0,299,92,True
1343,M,36,0,292,61,False
1344,F,73,1,305,64,True
1345,M,33,0,299,77,False
1346,F,31,0,263,80,True
1347,F,28,0,333,88,False
1348,M,64,0,315,77,True
1349,F,21,0,283,80,False
1350,F,25,1,266,80,True
1351,M,22,0,317,75,False
1352,M,32,0,295,47,True
1353,M,65,0,302,82,False
1354,F,62,0,261,94,True
1355,F,32,0,257,84,False
1356,M,21,0,303,64,True
1357,M,10,0,248,88,False
1358,M,62,0,293,71,True
1359,F,48,0,287,77,False
1360,F,31,0,291,79,True
1361,F,32,0,285,89,False
1362,M,29,0,303,75,True
1363,M,30,0,299,90,False
1364,F,23,1,271,80,True
1365,M,76,0,282,93,False
1366,F,10,1,234,69,True
1367,M,3,0,0,0,False
1368,F,72,0,261,77,True
1369,F,35,0,277,77,False
1370,M,23,0,304,85,True
1371,F,22,0,259,87,False
1372,F,41,0,286,64,True
1373,F,56,0,287,71,False
1374,F,7,0,207,68,True
1375,M,5,0,192,110,False
1376,F,22,1,290,75,True
1377,F,22,0,301,76,False
1378,F,22,0,285,78,True
1379,F,51,0,285,64,False
1380,M,23,0,316,70,True
1381,M,29,0,329,80,False
1382,F,21,0,271,95,True
1383,F,21,0,283,73,False
1384,F,27,0,284,84,True
1385,F,27,0,278,77,False
1386,F,47,0,283,76,True
1387,F,18,0,268,98,False
1388,F,19,0,298,81,True
1389,M,67,0,297,58,False
1390,M,31,0,347,63,True
1391,M,32,0,340,108,False
1392,F,32,1,309,103,True
1393,F,56,0,296,82,False
1394,M,27,0,288,84,True
1395,M,20,0,0,0,False
1396,M,72,0,284,85,True
1397,M,25,0,339,91,False
1398,M,23,0,338,74,True
1399,F,22,0,282,89,False
1400,M,22,0,313,75,True
1401,M,26,0,310,90,False
1402,F,26,1,282,87,True
1403,F,21,0,279,88,False
1404,F,23,0,266,87,True
1405,M,22,0,325,83,False
1406,M,34,0,313,86,True
1407,M,18,0,311,74,False
1408,M,18,0,306,83,True
1409,M,18,0,315,88,False
1410,M,18,0,308,94,True
1411,M,16,0,293,118,False
1412,F,21,0,281,82,True
1413,M,21,0,298,91,False
1414,M,19,0,309,68,True
1415,M,16,0,303,77,False
1416,M,16,0,284,84,True
1417,M,19,0,294,79,False
1418,M,19,0,317,61,True
1419,F,39,0,276,87,False
1420,F,40,0,258,68,True
1421,M,8,0,232,70,False
1422,M,19,0,305,78,True
1423,M,19,0,312,58,False
1424,M,60,0,300,78,True
1425,M,8,0,213,86,False
1426,F,47,0,267,60,True
1427,M,6,0,193,91,False
1428,M,22,0,308,88,True
1429,F,40,0,288,81,False
1430,M,9,0,208,83,True
1431,F,8,0,219,77,False
1432,M,24,0,335,73,True
1433,M,56,0,296,88,False
1434,F,33,1,288,69,True
1435,F,8,0,237,59,False
1436,M,28,0,312,91,True
1437,F,46,0,277,73,False
1438,F,74,0,261,82,True
1439,M,16,0,319,69,False
1440,F,15,1,258,77,True
1441,F,16,0,278,83,False
1442,M,16,0,304,84,True
1443,M,16,0,302,62,False
1444,M,11,0,289,99,True
1445,F,36,0,281,85,False
1446,M,30,0,294,67,True
1447,F,34,0,286,85,False
1448,M,8,0,214,79,True
1449,F,14,0,262,64,False
1450,F,9,1,209,93,True
1451,F,57,0,273,63,False
1452,M,68,0,321,87,True
1453,M,35,0,308,109,False
1454,M,10,0,242,71,True
1455,F,33,0,271,92,False
1456,M,7,0,203,71,True
1457,F,41,0,283,87,False
1458,M,6,0,194,95,True
1459,F,29,0,281,96,False
1460,F,34,1,278,102,True
1461,M,30,0,310,71,False
1462,F,28,0,312,51,True
1463,M,55,0,310,95,False
1464,F,54,0,282,97,True
1465,M,43,0,302,97,False
1466,F,26,0,303,99,True
1467,M,39,0,299,94,False
1468,F,11,1,250,85,True
1469,F,10,0,258,59,False
1470,F,41,0,279,79,True
1471,M,42,0,318,88,False
1472,M,60,0,310,115,True
1473,F,20,0,283,79,False
1474,M,9,0,227,113,True
1475,M,7,0,213,124,False
1476,F,37,0,264,79,True
1477,F,52,0,285,83,False
1478,M,23,0,318,96,True
1479,M,21,0,318,102,False
1480,F,30,0,286,89,True
1481,M,6,0,200,111,False
1482,F,41,1,276,107,True
1483,F,36,0,256,80,False
1484,F,26,0,274,85,True
1485,F,7,0,217,91,False
1486,M,25,0,307,79,True
1487,F,47,0,276,66,False
1488,M,7,0,210,82,True
1489,F,64,0,284,79,False
1490,M,7,0,198,150,True
1491,F,69,0,272,84,False
1492,M,9,0,234,61,True
1493,M,38,0,288,83,False
1494,F,47,1,304,70,True
1495,F,55,0,279,74,False
1496,F,40,1,299,80,True
1497,F,41,0,274,110,False
1498,F,11,1,259,87,True
1499,M,19,0,334,80,False
1500,F,20,1,255,103,True
1501,F,22,0,284,88,False
1502,M,46,0,302,72,True
1503,M,39,0,302,85,False
1504,M,26,0,298,68,True
1505,F,25,0,269,77,False
1506,M,73,0,291,82,True
1507,F,68,0,285,126,False
1508,M,21,0,288,118,True
1509,F,21,0,302,92,False
1510,F,26,0,250,95,True
1511,F,22,0,296,81,False
1512,M,26,0,334,76,True
1513,F,21,0,279,89,False
1514,F,11,0,255,79,True
1515,F,23,0,270,81,False
1516,M,8,0,228,120,True
1517,M,77,0,298,91,False
1518,F,31,1,279,84,True
1519,M,43,0,304,71,False
1520,F,49,1,295,79,True
1521,M,9,0,247,96,False
1522,F,50,1,274,70,True
1523,F,38,0,297,70,False
1524,F,20,1,284,69,True
1525,M,40,0,303,86,False
1526,F,20,1,279,69,True
1527,F,19,0,266,88,False
1528,M,25,0,318,90,True
1529,F,23,0,286,83,False
1530,M,44,0,306,80,True
1531,M,42,0,299,70,False
1532,F,43,1,289,70,True
1533,M,7,0,193,85,False
1534,M,16,0,289,68,True
1535,M,15,0,305,69,False
1536,M,7,0,220,75,True
1537,M,16,0,307,77,False
1538,M,43,0,298,74,True
1539,M,30,0,324,82,False
1540,M,25,0,325,79,True
1541,F,6,0,205,80,False
1542,M,49,0,293,84,True
1543,M,9,0,224,86,False
1544,F,45,0,271,86,True
1545,M,5,0,186,53,False
1546,M,57,0,308,66,True
1547,F,56,0,269,78,False
1548,M,8,0,0,0,True
1549,M,8,0,219,64,False
1550,F,42,0,285,67,True
1551,F,36,0,272,84,False
1552,F,41,0,278,90,True
1553,M,46,0,299,69,False
1554,F,9,0,223,79,True
1555,M,7,0,198,63,False
1556,F,38,0,282,91,True
1557,F,73,0,277,94,False
1558,F,12,0,267,83,True
1559,F,23,0,270,78,False
1560,M,6,0,205,85,True
1561,M,48,0,306,66,False
1562,F,24,1,278,83,True
1563,F,43,0,293,85,False
1564,F,10,0,265,76,True
1565,F,10,0,0,0,False
1566,F,35,0,270,83,True
1567,M,22,0,308,112,False
1568,F,24,0,268,92,True
1569,M,25,0,302,67,False
1570,F,30,0,288,87,True
1571,M,9,0,243,68,False
1572,M,35,0,300,70,True
1573,M,6,0,221,81,False
1574,M,12,0,278,102,True
1575,M,23,0,303,88,False
1576,M,11,0,249,90,True
1577,M,27,0,0,0,False
1578,F,43,1,274,53,True
1579,F,36,0,294,74,False
1580,M,43,0,296,68,True
1581,F,-,0,260,78,False
1582,F,-,1,285,82,True
1583,M,20,0,312,69,False
1584,M,45,0,300,88,True
1585,F,23,0,279,79,False
1586,F,21,0,262,95,True
1587,F,50,0,275,89,False
1588,F,27,0,293,85,True
1589,M,30,0,310,86,False
1590,M,52,0,313,94,True
1591,F,8,0,223,77,False
1592,M,40,0,297,80,True
1593,F,39,0,264,90,False
1594,M,26,0,313,82,True
1595,F,23,0,290,96,False
1596,F,15,1,281,82,True
1597,M,62,0,335,88,False
1598,F,16,1,283,108,True
1599,M,12,0,262,47,False
1600,M,10,0,228,58,True
1601,F,71,0,275,88,False
1602,M,75,0,297,116,True
1603,M,36,0,318,59,False
1604,M,71,0,293,92,True
1605,M,33,0,325,66,False
1606,F,-,1,263,99,True
1607,F,41,0,252,78,False
1608,M,82,0,0,0,True
1609,M,43,0,303,71,False
1610,F,60,1,272,69,True
1611,M,9,0,259,62,False
1612,F,44,0,283,57,True
1613,M,50,0,314,81,False
1614,F,33,0,0,22,True
1615,F,40,0,267,56,False
1616,M,12,0,272,72,True
1617,F,44,0,0,39,False
1618,F,24,0,300,49,True
1619,M,43,0,312,63,False
1620,F,32,1,252,78,True
1621,F,7,0,220,71,False
1622,F,40,1,278,80,True
1623,F,25,0,279,79,False
1624,M,24,0,312,71,True
1625,M,9,0,0,0,False
1626,F,32,1,296,100,True
1627,M,37,0,311,107,False
1628,F,15,1,262,71,True
1629,F,16,0,0,0,False
1630,M,-,0,246,68,True
1631,F,29,0,271,97,False
1632,M,9,0,272,76,True
1633,M,46,0,0,32,False
1634,F,38,1,0,39,True
1635,F,9,0,231,81,False
1636,F,41,0,0,31,True
1637,F,53,0,260,45,False
1638,M,41,0,317,52,True
1639,M,8,0,0,28,False
1640,F,38,0,0,24,True
1641,M,45,0,314,84,False
1642,M,28,0,0,0,True
1643,F,25,0,281,51,False
1644,F,26,1,0,40,True
1645,M,31,0,0,37,False
1646,F,30,1,282,80,True
1647,M,33,0,318,88,False
1648,M,27,0,354,95,True
1649,F,11,0,0,0,False
1650,M,48,0,316,99,True
1651,M,29,0,306,82,False
1652,M,44,0,298,44,True
1653,F,29,0,278,98,False
1654,F,41,1,268,66,True
1655,M,6,0,220,46,False
1656,M,7,0,0,37,True
1657,F,42,0,287,75,False
1658,F,58,1,294,87,True
1659,M,41,0,0,26,False
1660,M,25,0,310,96,True
1661,F,22,0,283,83,False
1662,M,61,0,304,75,True
1663,M,66,0,297,85,False
1664,F,8,1,212,97,True
1665,M,9,0,243,74,False
1666,M,37,0,299,91,True
1667,M,9,0,234,56,False
1668,M,42,0,298,73,True
1669,M,25,0,313,76,False
1670,F,25,1,276,73,True
1671,F,10,0,268,47,False
1672,F,30,1,283,72,True
1673,F,42,0,0,39,False
1674,M,41,0,313,43,True
1675,M,51,0,283,52,False
1676,F,12,1,259,90,True
1677,M,60,0,286,93,False
1678,F,55,0,266,80,True
1679,M,9,0,219,79,False
1680,M,42,0,314,64,True
1681,M,5,0,194,90,False
1682,M,47,0,310,67,True
1683,M,33,0,288,89,False
1684,F,38,0,279,48,True
1685,F,43,0,0,32,False
1686,M,10,0,258,89,True
1687,M,10,0,214,91,False
1688,M,21,0,284,84,True
1689,F,22,0,289,54,False
1690,F,19,1,0,26,True
1691,M,24,0,298,42,False
1692,F,25,1,278,55,True
1693,M,25,0,304,67,False
1694,F,10,1,270,58,True
1695,M,34,0,308,82,False
1696,F,33,0,290,82,True
1697,M,9,0,227,83,False
1698,F,9,1,252,46,True
1699,F,22,0,0,0,False
1700,M,25,0,298,50,True
1701,F,23,0,280,48,False
1702,M,22,0,295,68,True
1703,M,7,0,209,72,False
1704,M,26,0,302,61,True
1705,F,29,0,0,0,False
1706,M,28,0,0,0,True
1707,M,39,0,280,102,False
1708,F,34,1,272,43,True
1709,M,42,0,317,82,False
1710,F,27,1,0,22,True
1711,F,40,0,278,77,False
1712,F,31,0,0,39,True
1713,M,33,0,311,84,False
1714,M,35,0,0,26,True
1715,F,28,0,256,81,False
1716,M,31,0,294,79,True
1717,M,32,0,0,21,False
1718,F,27,1,279,55,True
1719,M,26,0,0,26,False
1720,F,-,0,252,81,True
1721,M,49,0,0,32,False
1722,M,37,0,0,31,True
1723,M,27,0,0,21,False
1724,M,25,0,309,67,True
1725,F,21,0,295,82,False
1726,M,24,0,306,77,True
1727,M,25,0,329,88,False
1728,F,23,1,0,38,True
1729,F,45,0,269,75,False
1730,F,12,1,280,111,True
1731,M,6,0,212,116,False
1732,M,52,0,325,52,True
1733,M,26,0,293,46,False
1734,F,24,1,285,104,True
1735,M,32,0,309,52,False
1736,F,24,0,253,97,True
1737,F,31,0,271,73,False
1738,M,24,0,307,86,True
1739,F,34,0,265,79,False
1740,M,42,0,324,93,True
1741,M,24,0,310,91,False
1742,F,28,1,271,76,True
1743,F,29,0,271,61,False
1744,M,45,0,313,83,True
1745,M,34,0,287,72,False
1746,M,20,0,315,86,True
1747,F,22,0,281,80,False
1748,F,22,1,269,84,True
1749,F,22,0,279,73,False
1750,M,44,0,310,60,True
1751,F,28,0,265,49,False
1752,M,20,0,285,79,True
1753,F,20,0,273,85,False
1754,F,24,1,0,45,True
1755,M,23,0,299,70,False
1756,F,40,0,273,65,True
1757,F,5,0,184,70,False
1758,M,38,0,0,35,True
1759,M,9,0,238,64,False
1760,F,24,0,280,104,True
1761,F,42,0,260,63,False
1762,F,4,0,0,0,True
1763,M,29,0,306,46,False
1764,M,13,0,289,67,True
1765,M,6,0,198,65,False
1766,F,47,1,287,82,True
1767,F,9,0,220,111,False
1768,M,39,0,314,47,True
1769,M,39,0,305,76,False
1770,F,65,1,282,71,True
1771,M,41,0,0,39,False
1772,F,9,1,211,55,True
1773,F,30,0,273,89,False
1774,F,20,0,267,57,True
1775,F,45,0,269,72,False
1776,M,30,0,303,78,True
1777,F,28,0,280,78,False
1778,F,7,1,221,79,True
1779,M,24,0,293,105,False
1780,F,23,1,277,88,True
1781,F,11,0,237,82,False
1782,M,42,0,293,74,True
1783,M,8,0,230,87,False
1784,F,34,1,290,63,True
1785,M,38,0,321,57,False
1786,M,6,0,194,91,True
1787,M,38,0,301,89,False
1788,M,24,0,294,84,True
1789,M,21,0,297,82,False
1790,F,20,0,285,84,True
1791,M,10,0,250,93,False
1792,M,45,0,311,69,True
1793,M,6,0,213,121,False
1794,F,30,1,300,77,True
1795,M,40,0,314,78,False
1796,F,10,0,249,86,True
1797,F,39,0,287,96,False
1798,F,38,0,285,80,True
1799,M,45,0,289,65,False
1800,F,22,1,291,84,True
1801,F,42,0,263,53,False
1802,F,21,1,294,85,True
1803,M,10,0,0,0,False
1804,M,10,0,245,91,True
1805,F,10,0,237,74,False
1806,M,11,0,286,68,True
1807,F,8,0,230,82,False
1808,M,43,0,302,71,True
1809,F,40,0,272,76,False
1810,M,53,0,284,82,True
1811,M,6,0,195,92,False
1812,M,11,0,288,84,True
1813,M,40,0,288,85,False
1814,M,39,0,303,76,True
1815,F,9,0,235,86,False
1816,F,18,0,278,73,True
1817,F,42,0,291,86,False
1818,F,57,1,267,81,True
1819,M,41,0,293,54,False
1820,F,41,1,280,96,True
1821,F,7,0,197,86,False
1822,F,40,1,269,91,True
1823,M,10,0,231,84,False
1824,M,42,0,310,62,True
1825,M,36,0,309,68,False
1826,F,45,1,268,62,True
1827,M,10,0,255,74,False
1828,M,27,0,303,68,True
1829,F,7,0,185,60,False
1830,F,23,0,267,60,True
1831,M,43,0,311,72,False
1832,F,41,0,279,79,True
1833,M,10,0,246,77,False
1834,F,45,1,262,81,True
1835,M,43,0,282,78,False
1836,M,51,0,292,72,True
1837,M,9,0,0,63,False
1838,F,23,1,287,89,True
1839,M,22,0,335,52,False
1840,M,7,0,232,98,True
1841,F,11,0,245,60,False
1842,F,38,1,284,72,True
1843,F,40,0,261,70,False
1844,F,9,1,213,69,True
1845,M,43,0,317,61,False
1846,M,46,0,305,65,True
1847,M,12,0,267,96,False
1848,F,15,1,264,78,True
1849,F,23,0,288,66,False
1850,F,42,1,268,94,True
1851,F,10,0,285,83,False
1852,F,7,1,200,106,True
1853,F,42,0,265,76,False
1854,M,51,0,293,63,True
1855,F,7,0,209,83,False
1856,M,9,0,223,83,True
1857,M,9,0,237,75,False
1858,M,37,0,295,74,True
1859,M,7,0,205,107,False
1860,F,40,1,289,77,True
1861,M,8,0,221,79,False
1862,F,8,1,222,60,True
1863,F,10,0,253,78,False
1864,F,42,1,281,74,True
1865,F,62,0,272,72,False
1866,F,11,1,248,81,True
1867,M,35,0,293,70,False
1868,F,45,0,281,71,True
1869,M,41,0,284,76,False
1870,M,10,0,238,74,True
1871,F,36,0,261,87,False
1872,F,-,0,270,74,True
1873,M,43,0,284,72,False
1874,M,7,0,194,81,True
1875,M,26,0,319,77,False
1876,M,28,0,301,61,True
1877,M,42,0,304,81,False
1878,M,25,0,298,79,True
1879,M,25,0,315,62,False
1880,M,21,0,295,95,True
1881,F,18,0,272,80,False
1882,F,49,0,286,78,True
1883,M,54,0,299,71,False
1884,F,11,0,246,85,True
1885,F,26,0,283,84,False
1886,F,19,1,286,87,True
1887,M,21,0,318,91,False
1888,M,8,0,246,55,True
1889,F,27,0,296,42,False
1890,F,65,1,269,98,True
1891,F,24,0,272,54,False
1892,F,41,0,272,73,True
1893,F,55,0,291,66,False
1894,M,23,0,302,57,True
1895,F,37,0,281,74,False
1896,M,22,0,299,99,True
1897,M,6,0,211,86,False
1898,F,32,0,277,77,True
1899,F,62,0,277,75,False
1900,M,35,0,316,85,True
